resref,status,areas,occurrences,frames,max_frame_size_x1,format,selected_run,qa_decision,qa_date,correction_id,notes
FLIESS,validé-natif,AR0201;AR0206;AR0400;AR0406;AR0500;AR0502;AR1302;AR2000;AR5000;AR6300;AR6400;OH6400,68,18,12x13,BAM V1,,animations/index/qa-decisions/FLIESS/2026-09-21-accepted-native-source.json,2026-09-21,,"Mouches de 4 px visibles au plus : BAM V1 natif conserve, comme FLIESL (xBR2 + nearest2 x4 identique a la source agrandie, essai du 2026-09-18 ; ReboutCX inadapte a ce volume de pixels). Sorti du lot AR0406 le 2026-09-18, valide en l etat avec le lot AR0500 le 2026-09-21."
FLM2PUR,non-traité,AR1008;OH4210,13,16,18x23,BAM V1,,,,,
FLMM,validé-x4,OH7200;OH7300,57,6,8x15,BAM V1,animations/batches/flmm-reboutcx-selection-accepted-20260921,animations/index/qa-decisions/FLMM/2026-09-21-accepted-flmm-reboutcx-selection-accepted-20260921.json,2026-09-21,flmm-reboutcx-innerfeather6-premultiply-20260921,"Flamme 8x15 partagee sur OH7200 et OH7300, Blended. ReboutCX x4, cadence native (Apollo-8 impossible a 32x60), fondu interne 6 px x4 et RGB premultiplie ; SeedVR ecarte (dessine des visages). Rayon 6 par balayage 4/6/8/12 (rayon inscrit 11,1, les rayons de la famille FLAME2* l eteignent). QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FLMS,validé-x4,AR0510,36,6,2x5,BAM V1,animations/batches/flms-flame2m-visual-selection-accepted-20260919,animations/index/qa-decisions/FLMS/2026-09-19-accepted-flms-flame2m-visual-selection-accepted-20260919.json,2026-09-19,flms-flame2m-visual-area-resample-20260919,"FLMS 2x5 px x1, 36 occurrences dans AR0510 seule. Visuel de FLAME2M reduit au canevas FLMS (BOX, RGB premultiplie deja fondu), 6 frames issues des frames 0,1,3,4,6,7 de FLAME2M, boucle de 0,4 s. Ne pas rejouer la neutralisation Blended (double premultiplication). ReboutCX direct sur 2x5 px : inutilisable (bloc plein ou traînees), voir animation_alpha_corrections.csv. QA utilisateur ingame le 2026-09-19."
FOUNT1,validé-x4,AR1000,2,5,60x71,BAM V1,animations/ressources/FOUNT1/runs/fount1-xbr2x-gaussian045-30fps-contour-aura-accepted-20260915,animations/index/qa-decisions/FOUNT1/2026-09-16-accepted-fount1-xbr2x-gaussian045-30fps-contour-aura-accepted-20260915.json,2026-09-16,fount1-xbr2x-gaussian045-30fps-contour-aura-20260915,Deux occurrences couvertes. Pack AR1000 installé et vérifié byte-identique. Variante sans flou refusée; aucune intégration release.
FPIT1L,non-traité,AR5203;OH5300,4,6,78x67,BAM V1,,,,,
FPIT1M,validé-x4,AR6111;OH4000;OH4200;OH6100,4,6,48x42,BAM V1,animations/batches/fpit1m-reboutcx-apo8-selection-accepted-20260921,animations/index/qa-decisions/FPIT1M/2026-09-21-accepted-fpit1m-reboutcx-apo8-selection-accepted-20260921.json,2026-09-21,fpit1m-reboutcx-apo8-contour-aura24-20260921,"Brasero moyen 48x42 partage sur AR6111, OH4000, OH4200 et OH6100, Blended. ReboutCX x4, Apollo-8 15->30 fps (6->12 phases, sans maintien ni frame doublee), contour aura 24/5/0,9/14 et RGB premultiplie ; SeedVR ecarte apres essai comparatif (billes et volutes, defaut de FPIT1S). Rayon 24 = 12 de FPIT1S rapporte au canevas ; 16 en repli. Aucun masque d occlusion peint. QA utilisateur ingame le 2026-09-21 ; voir animation_alpha_corrections.csv."
FPIT1S,validé-x4,AR0334;AR0406;AR0509;AR0522;AR0601;AR0706;AR1603;AR2001;AR2014;AR2016;AR2017;AR2018;AR5202;OH7300;OH8100,21,6,23x20,BAM V1,animations/ressources/FPIT1S/runs/fpit1s-contour-fondu-J-masques-20260904,animations/index/qa-decisions/FPIT1S/2026-09-04-accepted-fpit1s-contour-fondu-j-masques-20260904.json,2026-09-04,fpit1s-contour-fondu-J-masques-20260904,"Foyer partage sur 15 zones, 21 occurrences. Chaine: x4 SeedVR2 7B/LAB (run ar0601-all-bam-seedvr7b-lab-x4); TimedTimeline v2 Apollo 8 15->30 fps (run ar0601-all-bam-apo8-x4-30fps-v2, 6 frames natives -> 12 phases); masque alpha agrandi par xBR2x deux fois au lieu du plus proche voisin, ce qui supprime l'escalier de 4 px du contour; fondu de contour 12 px x4 vers l'interieur; halo gaussien sigma 5 gain 0.9 issu de la silhouette fondue; fondu de bord 14 px x4 forcant le halo a zero avant le cadre; RGB premultiplie par l'alpha final. Ressource Blended (flag ARE bit 1): le RGB est additionne quel que soit l'alpha, d'ou --mode premultiply. 16 masques d'occlusion peints a la main, lies par occurrence en registre v3 sur les coordonnees ARE exactes; les 6 zones a deux feux portent deux variantes distinctes. Run final fpit1s-contour-fondu-J-masques-20260904, qui conserve les masques peints et le prototype d'aura; budget runtime confirme sur les 125 zones et 7897 assets verifies identiques au jeu installe. QA en jeu validee par l'utilisateur le 2026-09-04 sur les 15 zones. RESERVE ACCEPTEE: le rendu global reste ameliorable ulterieurement (largeur du fondu, intensite du halo); l'asset est valide en l'etat et une amelioration future est autorisee sans rouvrir la QA. Les 15 zones de l'asset sont desormais toutes upscalees x4 et installees: AR5202, OH7300 et OH8100 (Black Pits), les trois dernieres cartes en attente, sont passees le 2026-09-04. Aucune des trois ne porte de masque d'occlusion, le foyer n'y etant couvert par aucun polygone WED et le jeu d'origine ne l'occultant pas non plus. Points ouverts mineurs: les masques d'AR0509 (deux occurrences) et d'AR0522-droite ne retirent aucun texel a l'animation, et AR0522-gauche, AR0601 et AR5202 n'ont pas de masque; a confirmer comme sans occlusion ou a peindre. Le pont d'occlusion natif ne peut pas remplacer ces masques: il transfere la visibilite dans l'alpha, que le chemin Blended ignore. Les 16 masques peints a la main sont versionnes sous animations/masques-occlusion/FPIT1S/, copie conforme des masques du run et seule copie suivie par git : les dossiers de run et de ressources sont exclus du depot."
MMELSPIN,validé-x4,AR6200,1,20,63x96,BAM V1,animations/batches/mmelspin-selection-accepted-20260922,animations/index/qa-decisions/MMELSPIN/2026-09-22-accepted-mmelspin-selection-accepted-20260922.json,2026-09-22,,"Silhouette sombre (lum moy. 15,6), non Blended, couverte par les murs, AR6200 seule, 9 cycles identiques. ReboutCX x4, cadence native, alpha source nearest, aucune correction. QA utilisateur ingame le 2026-09-22."
OHDLPORT,non-traité,OH5400;OH5500,7,26,148x102,BAM V1,,,,,
OHHNECR,non-traité,OH7300,14,11,121x73,BAM V1,,,,,
OHHPORT,non-traité,AR0811,1,6,128x128,BAM V1,,,,,
OHRSGATE,non-traité,OH4220;OH4230,2,30,110x125,BAM V1,,,,,
PORTL1A,validé-x4,AR0602,1,6,64x94,BAM V1,,,,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0602-all-bam-seedvr7b-lab-x4); V2 TimedTimeline 30 FPS apo-8, 6 frames natives -> 12 phases (timeline 0,6,1,7,2,8,3,9,4,10,5,11; 0,4 s). Contour alpha 1 bit (0/255) agrandi au plus proche voisin en escaliers de 4 px, corrigé le 2026-08-28: masque = spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 256x376 avec padding transparent 32 px puis recrop, PUIS fondu intérieur de silhouette 8 px x4 (smoothstep depuis le bord de la silhouette spline); alpha_final = alpha_source * masque_spline/255 * feather, même masque répété sur les 12 phases (~6900 px d'alpha intermédiaire/frame; spline seule ~590, bord resté net, rejeté en jeu). RGB inchangé octet pour octet; registre v3 inchangé; 10 ressources soeurs d'AR0602 (9x AM0602* + FLAME2S) SHA-256 identiques. Prototype animations/runs/PORTL1A-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0602-portals-30fps-spline-feather8; installation PerArea réversible (backup per-area-backup-20260828-184246); QA en jeu validée par l'utilisateur le 2026-08-28."
PORTL1B,validé-x4,AR0602,1,6,79x88,BAM V1,,,,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0602-all-bam-seedvr7b-lab-x4). Passé en V2 TimedTimeline 30 FPS apo-8 le 2026-08-28 (run ar0602-portl1b-apo8-x4-30fps-v2, plan 8809b7f5, base pack v3 combined-20260827-plus-flame2s-ar0602-radialA): 6 frames natives -> 12 phases (timeline 0,6,1,7,2,8,3,9,4,10,5,11; 0,4 s); QA vidéo utilisateur acceptée. Même correction de contour que PORTL1A: spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 316x352 avec padding transparent 32 px puis recrop, puis fondu intérieur de silhouette 8 px x4; alpha_final = alpha_source * masque_spline/255 * feather sur les 12 phases. RGB inchangé octet pour octet; registre v3; Prototype animations/runs/PORTL1B-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0602-portals-30fps-spline-feather8; installation réversible; QA en jeu validée le 2026-08-28."
PORTL2A,validé-x4,AR0603,1,6,79x88,BAM V1,,,,ar0602-portals-spline-fit1-feather8,"Portail elliptique; x4 SeedVR2 7B/LAB (run ar0603-all-bam-seedvr7b-lab-x4, RGB installé identique bit à bit à sa sortie 02_upscale_x4); V2 TimedTimeline 30 FPS apo-8 depuis le 2026-08-23 (run ar0603-all-bam-apo8-x4-30fps-v2; 6 -> 12 phases). Contour alpha 1 bit (0/255) en escaliers x4 (588 h / 536 v) corrigé le 2026-08-28, même recette que PORTL1A/PORTL1B d'AR0602 (correction_id ar0602-portals-spline-fit1-feather8): masque = spline périodique fit-error 1.0 (sample-spacing 1.5, supersample 4, seuil 127) sur l'alpha x4 316x352 avec padding transparent 32 px puis recrop, PUIS fondu intérieur de silhouette 8 px x4 (smoothstep); alpha_final = alpha_source * masque_spline/255 * feather, même masque répété sur les 12 phases (~7050 px d'alpha intermédiaire/frame). RGB inchangé octet pour octet; registre v2 (c399b0e0) inchangé; 9 ressources soeurs AM0603* SHA-256 identiques. Prototype animations/runs/PORTL2A-spline-fit1-feather8-x4 (script animations/runs/portals-spline-fit1-feather8-workshop/portals-spline-fit1-feather8.py); livré par pack de zone combined-20260828-ar0603-portal-spline-feather8; installation PerArea réversible (backup per-area-backup-20260828-185613); QA en jeu validée par l'utilisateur le 2026-08-28."
SMOKE,validé-x4,AR1004;AR1601;AR2012,3,90,128x95,BAM V1,animations/ressources/SMOKE/runs/ar1004-smoke-spline-fit1-feather4-oval20x6-rgbgaussian1-20260921,animations/index/qa-decisions/SMOKE/2026-09-21-accepted-ar1004-smoke-spline-fit1-feather4-oval20x6-rgbgaussian1-20260921.json,2026-09-21,ar1004-smoke-spline-fit1-feather4-oval20x6-rgbgaussian1,"Ressource Blended (0x1007 AR1004, 0x1103 AR1601/AR2012), geometrie par frame, 90 -> 180 phases. Ne jamais rembourrer le canevas : le moteur retombe en vanilla."
SPDIMNDR,non-traité,AR6108,1,164,110x125,BAM V1,,,,,
SPHINCT,à-valider,AR0516;AR0517;AR0518;AR0519;AR0520;AR0521,9,17,160x120,BAM V1,,,,,"x4, TimedTimeline 30 fps et masque géométrique sigma 3/érosion 2 ; rendu AR0516 explicitement accepté le 2026-09-17. QA globale conservée ouverte : AR0517–AR0521 non vérifiées avec ce run."
SPHINCT2,validé-x4,AR0516,1,17,160x120,BAM V1,animations/batches/ar0516-five-bam-segmented-holds-geometric-sigma3-erode2-alpha-30fps-20260916,animations/index/qa-decisions/SPHINCT2/2026-09-17-accepted-ar0516-five-bam-segmented-holds-geometric-sigma3-erode2-alpha-30fps-20260916.json,2026-09-17,ar0516-sphinct-sphinct2-geometric-sigma3-erode2-alpha-30fps-v2,TimedTimeline 30 fps et masque géométrique sigma 3/érosion 2 ; QA ingame AR0516 validée le 2026-09-17.
STEAM2,validé-x4,AR0506;AR1003,2,9,129x129,BAM V1,animations/ressources/STEAM2/runs/ar1003-steam2-spline-fit1-feather4-oval20x6-rgbgaussian1-20260921,animations/index/qa-decisions/STEAM2/2026-09-21-accepted-ar1003-steam2-spline-fit1-feather4-oval20x6-rgbgaussian1-20260921.json,2026-09-21,ar1003-steam2-spline-fit1-feather4-oval20x6-rgbgaussian1,"Vapeur Blended (0x1103 AR0506, 0x1107 AR1003), geometrie uniforme 129x129, 9 -> 18 phases. Parametres herites de SMOKE. Ne jamais rembourrer le canevas : le moteur retombe en vanilla."
WTRBODY1,non-traité,AR0502,1,20,32x32,BAM V1,,,,,
